,content
396,"Sandra, não há mais tempo de discutir o básico... Homens NÃO são contemplados pela Maria da Penha. Nem mesmo as delegacias de mulheres podem aceitar queixas que vitimizem o homem. Por favor, vai..."
402,Depende de quanta fama você tem... 
403,Kkkkkkkkkk
404,"tão falando que ela é igualzinha a ""tai quebra barraco"" sim vai voltar a ser ""linda""."
406,"Ahhh tá e vão fazer o que agora ?? Vão parar de ver os filmes dele .. vão dar um gelo nele ?? ""Ah na hora não soube o que fazer"" se estava se sentindo assediada .. simples levantasse e falasse com algum responsável  eu hei !! E agora vem de drama que é a santa madre te reza e que está tristíssima  ah oww fala sério !!"
407,Fdffddffdfdceito)...
408,"tem criatura que nem mãe tem, só de vergonha de mostrar....."
410,Lésbicas disfarçadas de educadoras! Só isso!
411,"Ela quis foi aparecer,tomara que nenhuma estrela de entrevista a ela!"
412,"ESSE DENUNCISMO , VEM DAQUELAS QUE NÃO DESPERTA MAIS ATENÇÃO E ENTÃO QUERENDO HOLOFOTE E ATENÇÃO ,DENUNCIA COISAS DE 10,20,30,40 ANOS ATRAS ,,NÃO ME TOQUE NÃO ME RELE......."
416,Essa ministra ainda tâ em liberdade depois de ameaçar de perseguição os governadores? Achei q a justiça ja tinha resolvido isso!!!
417,"O símbolo que ela faz com a mão, não seria o mesmo símbolo que o jornal atribui a supremacistas raciais? "
421,"Mimi, mimimi,  a não ""fia"" quis ser o centro das atenções. "
422,"Enquanto houver esse pacote de leis de super proteção ao direito da mulher, SEM a contrapartida dos direitos EQUIVALENTES do homem, esta situação SÓ tende a piorar. São os PRÓPRIOS RESULTADOS a esfregar isso na nossa cara. Leis duríssimas, SEM GARANTIA, de cumprimento efetivo (IMPUNIDADE) não intimidam homens predispostos à violência, ALÉM de se configurarem como ""saída menos pior"" para muitos dos que se julgam sem direito de defesa. Ou os ""especialistas"" em violência se afastam de suas convicções ideológicas e se sensibilizam para este CLAMOR SOCIAL... Ou o futuro será de muita consternação... A AMOSTRA já estamos testemunhando !!"
423,nem é bonita 
424,"Assisti o video e não achei que foi assédio. O camarada fez elogios, se ela não gosta de elogios aí fica difícil. Exagero, ela estava no estúdio, com muitas pessoas perto."
426,"Não concordo com elas.  Para mim são pessoas emocionalmente perturbadas. Nossa sociedade ainda cultiva comportamentos doentios como sendo normais. Não há o ensino sobre moral, decência ou ética. Fica a cargo de cada um entender seu mundo da forma como ele vê. Isso começa cedo,  com as pequenas aberrações não sendo coibidas adequadamente.Com o tempo criamos estes monstros que são bombas-relógio no seio da sociedade."
427,me mostra então porque essa eu não vi
428,"As mulheres são minorias nos cursos universitários de ciências por um simples motivo: PREFERÊNCIA POR HUMANAS, do mesmo modo em cursos de PEDAGOGIA se encontram poucos homens."
429,"Vejam só o tipo da vítima: 37 anos em um bar em plena madrugada. Esse estilo de vida regado a álcool um dia tem suas trágicas consequências, mas ninguém quer aceitar"
433,"Gente que gosta mais de cachorro do que de gente, são a favor do aborto mas contra apena de morte, esse é o mundo que a mídia passa para as pessoas em uma lavagem cerebral , terrível, os grupos feministas não representam as mulheres apenas uma minoria de mulheres que geralmente nasceram em berço de ouro (essa ai nunca foi pobre), que acha que ser mulher é abortar, anda pelada nos protestos, deixar o cabelo das axilas crescerem, mulheres morrem assassinadas e nada de falarem."
435,"BEM QUE ESTA mulher podia ser uma gaúcha, mas.........................."
436,Quem duvida que tem muita gente ganhando dinheiro com essa conversa feminazi....
437,Historia inventadas....
439,"Engraçado, diz que se sentiu desconfortável e reagi com um sorriso e um  thank you (obrigado). Não sei mais de nada, devo estar dormindo e sonhando que vivo na mimilândia."
442,"Vin Diesel, dá uma passada lá na ""Scandallo"" que as meninas de lá te adoram!"
443,Liberdade para flertar está corretíssimo. Até porque é um complexo mecanismo evolutivo para fins de preservação da espécie. O feminazismo está querendo impor uma condição totalmente falsa de comportamento doentio ao macho da espécie.
444,Engraçado como a Uol exalta esse tipo de situação.Não é a primeira.vez que fazem reportagens desse tipo. E só com mulheres no papel de vítimas.
446,Que curso horrível. Deixa pra elas ...
449,"Fala sério, não vi nada de mais na entrevista agora ela diz chorei  de mais depois palhaçada o cara tem mulheres mais bonitas pra assediar."
450,pedem cotas na ciência também   
451,é boa
452,"Leu direito? Os filhos sabem e não fazem caso. Esses rompantes moralistas é coisa de pobre ou de classe média, que fazem de casamento meio de vida. Rico casa com rico, separa e continua rico."
455,"não se preocupe Brigitte, num futuro próximo ele vai sentir o peso de ter uma esposa mais jovem"
456,E quem vai Pagar a Raiva que essas mulheres nos fazem?    a mulher?
458,"Catherine Deneuve  sabias palavras, o homem só desrespeita a mulher se ela dar abertura."
462,Ela nao estava bebada e nem houve estupro. Não seja mal carater.
466,"O luis ai se pego pesado, hahahahahahaha e so nao casar, arrumar uma pepek diferente e nao casar, come e sai fora, como o meu colega sempre fala, pra que eu vou comprar a vaca, se posso comprar leite todo dia!"
467,Em breve será acusado de assédio tbm.
468,"Sergio Reis sempre cantou o Menino da porteira, e ninguém nunca reclamou. "
471,minha mae tem 78 anos e é muito linda .... essa mulher é feia
473,Já estou vendo a Fátima Bernardes convidando ela para falar no programinha matinal dela.
477,Será que eles pagam menos às mulheres porque são malvadões machistas ou porque elas dão menos retorno nas bilheterias. Esse comunismo de gênero vai gerar consequencias imprevisíveis.
482,Se fosse a minha filha esse sujeito tinha já a passagem para eternidade. Com muito menos já fiz muito mais.
483,Machismo e Feminismo são os dois lados da mesma moeda Sexismo.
485,Até parece que ele ia querer algo com essa zinha. Sem talento querendo aparecer.Nem sabia dá existência dessa aí. Linda? Ele é cego?
488,dois peido abraçado kkkkkkkkkkkkkkkkkkk
489,BRUXA ! BRUXA ! BRUXA !!!!!!!!!!!!
490,"Daqui a pouco sai do hospital, retira o B.O, e vão viver na paz e na tranquilidade. Se brincar, ainda pede perdão. Quem viver, verá."
491,"Mentira : mulheres se arrumam para as outras mulheres , naquele joguinho de vaidade que só elas entendem..."
498,"Pois é, as mulheres da zona sabem o que um macho quer, e sabem como agradar um macho. Ainda bem que existem as prostitutas. O próximo passo é persegui-las, afirmando que as mesmas fazem parte de um complô que objetifica a mulher."
499,"Tenho uma camiseta anti feminista e certa vez estava passeando de mãos dadas com minha esposa no centro (ela também é de direita), quando então passou por nós um esquerdista emasculado fazendo expressão abismado, olhando pra minha camiseta. Devia estar passando na mente dele algo como ""eu que me rastejo apoiando o feminismo não consigo c0mer ninguém, e o machista ai com uma mulher bonita"". Minha esposa falou ""olha, o macho beta tá olhando pra gente"", olhei feio e ele ficou quietinho igual cachorro quando fica com medo e com a orelhinha baixa, depois saímos rindo dele.. "
502,"Daqui a pouco ela retira o B.O.  E volta com ele, afinal, mulher gosta de apanhar msm, ser violentada, espancada. menti? Se elas n gostasse, isso nunca aconteceria )  FIKA-A-DIKA"
504,"Nao me representam. Eu também sou meio feminista em algumas coisas mas essas feminazis sao chatas padedéu! Depois pegam essas bolsas do PT e vem pra Franca fazer especializacoes. Voltam se achando a Simone de Beauvoir, que era uma tarada pelo pai.  Tsss...."
507,No Oriente Médio pode.
509,"Quem nunca comeu mel, quando come se lambuza. Ela, no fundo teve foi um pouco de inveja da liberdade sexual que o marido tinha. Ela obviamente se sentiu uma otária por ser fiel a um cara que não era. Mas de qualquer forma, esse desespero de sair ""se deitando"" com qqr pessoa na verdade mostra q a pessoa não sabe superar. Pois quem sabe superar, busca alguém DE MUITO MAIS VALOR que a pessoa anterior pra jogar na cara de quem a traiu. Pois desses monte de ""experiência"" q ela teve com tantos caras meio que no desespero, o que ficou?"
513,"Mais uma idiota, que pelas fotos está longe de ser bonita, querendo mais alguns minutos de fama. Terá mais dificuldades, para realizar entrevistas nesse molde."
515,"Segurar pelo colarinho da camisa, não é segurar pelo pescoço. No vídeo não pareceu que e ela estava esganando ele. "
517,Sou mais mulher melão. Kkk
518,"no rj só tem ""esthupradhores"" e gigolô!! a raiva dele achou que ela se arrumou pra outros!!"
521,na boa olha o tamanho do nariz dela ta se achando
524,"Claramente, o cara tava chapado e se fosse o Marquito o entrevistador, ele também daria uma cantada."
526,"Na moral , ou o cara estava bêbado ou ela interpretou errado !"
528,G.a.y.
529,desculpas ??? ele macron e que tem que pedir desculpa ao povo brasileiro . agora o cara casa com uma mulher feia e nos tbm somos culpados. e pais de bananeira. 
530,A culpa nao é dela mas ela foi imprudente.
531,Precisamos de mais capitãs como essa aí hein!!!!! 
532,"Tudo é relativo. Um homem desimpedido tentar conquistar com cantadas, sem perder o respeito, é natural e saudável. Já um homem casado ou um patrão que assedia a subordinada é inaceitável. E, pior, um desconhecido que fala besteira ou tenta tocar na mulher com malícia é intolerável. Agora, um homem que é solteiro e deseja conquistar, não vejo crime algum nisso...é absurdo e exagero o que esse pessoal vai contra. Um homem que paquera e tenta conquistar está fazendo seu papel de homem!"
534,"É incrível quando uma pessoa está em um relacionamento abusivo, todos veem que tem algo errado, menos a vítima... um sorrisinho e ela infelizmente estará com ele novamente."
536,"Agora façam o oposto, coloquem na pauta cursos voltados à saúde: Enfermagem, Odontologia. Ou mesmo Pedagogia. É questão de gosto, de interesse. Tenha santa paciência, parabéns por estragarem um dia tão bacana com uma matéria que incentiva discussão."
541,"Em matéria de criatividade, o brasileiro é imbatível kkkkk vai um like."
542,"É, meu chapa... se prepare, porque chegará o dia em que você só poderá cortejar ou elogiar uma mulher na presença de advogado e testemunhas."
544,A Najila (do Neymar) também é um encanto de doçura e inocência!
546,Engenharia tem poucas mulheres por escolha delas. A diferença já se dá na inscrição para o vestibular
547,O valentão vai ser preso e virar mulherzinha na cela. Esse é o destino dos valentões.
549,mas ela tem cara de garoto que usa maquiagem rsrs
550,"Não fazem cursos na área de ciências porque reclamam de desigualdade e preconceito e bla bla?? Preferem reclamar do que nem viveram, nem passaram pela situação??? Ahh.... fala sério. Mulher gosta mesmo é de humanas e pronto. Essa matéria tá meio furada também e sensacionalista vitimista."
554,"Uma das maiores babaquices da humanidade chama-se ""Feminismo"". E pra você que lê e acha ""Nossa, moça, cê tá muito machista"", deixa eu te contar uma outra grande babaquice  da humanidade: machismo. Não suporto feminismo e tampouco machismo, pra mim os dois se equivalem. "
558,"Concordo plenamente.  As feministas querem que os homens sejam colocados em prateleiras de supermercado e elas escolhem qual vão levar. A "" corte"" de forma educada e sem baixaria existe faz séculos. Se essa onda feminista e cheia de mi mi mi continuar, os homens vão sumir. Chegar perto de alguma mulher pode ser perigoso e fazer muito mal a saúde."
560,Outro a favor do estupro defendendo o condenado.
562,"E esqueci de dizer! Rolezinhos é da hora!!! Isso sim são atitudes de mulheres né, se esfregando nos homens!!! haahahahahahah é uma piada (de muito mal gosto) este país retrógrado!!"
563,"O feminismo é o movimento que mais contribui diretamente para regalias aos marmanjos,barbados'', homens, machões . É oportuno, acomodo e favorável ao homem ...Mulheres que preferem ser escravas do Estado que é dominado e financiado  por HOMENS e agora trabalham para privilegiar os ''opressores'' .kkkkkkkkk Sempre tiveram o direito a trabalhar e agora perderam o direito de não trabalhar kkkkkkPor isso uma daquelas que é tão contra o femimiminismo !  kkkkkk"
564,"Já parou pra pensar que homens em geral, se interessam bem mais por mecânica que as mulheres?"
565,Tremenda catraia.
569,"Puts, na moral, feminista tem que obrigatoriamente ser comunzeira?"
570,Há ligação sim. Isso é um centro de doutrinação esquerdistas. Essa serão futuras feministas pregando a extinção dos homens. 
571,Essas mulher de hoje qualquer coisa falam que foi assediada por isso ou aquilo
574,até que enfim alguém que não seja alienada.
575,Não dá para acreditar! Achei que ela era mais inteligente que isto. Caiu no meu conceito. Entrou para o grupo das idiotas feminazis.
